record_id,status_code,created_at,updated_at,user_assigned_uuid,notes,demand,category
245,retired,5/8/2020,11/25/2021,b5dc23c5-3fd3-416b-851e-942c4387329b,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,low,Sport
246,active,12/7/2020,5/20/2020,5140183b-a41d-4cca-9a79-c2d18158cf4a,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",medium,Van
247,inactive,1/14/2020,10/15/2021,95906cd5-927c-404f-add9-09311f9b4bf1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",medium,Extra Large
248,inactive,2/3/2021,12/27/2021,35b89d43-db19-404a-8fea-f4fa04f24933,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,low,Truck
249,active,4/25/2020,12/10/2020,09db279b-0ac6-4b47-a759-beaed6c6e345,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,high,Economical
250,active,12/25/2020,3/6/2021,c6e308f0-04a5-4b69-801c-d57b8e2fc68b,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,high,Luxury
251,retired,6/23/2020,8/9/2020,dbe9cacb-a84a-46ac-96bc-7b068f04ca02,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",high,Extra Large
252,pending,4/17/2021,1/21/2021,7ed64dce-4d6c-4126-a444-7003e238be4d,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,low,Van
253,active,9/11/2020,5/12/2021,50328a8e-a892-4ddd-9fde-14a8baef4297,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",low,Luxury
254,active,2/6/2020,1/20/2020,13a95122-a4f9-439a-a5a5-816a773ce4b1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",high,Luxury
255,active,1/28/2020,2/15/2021,bc394863-a726-4ec5-b0bc-a681d5ecab8e,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",low,Van
256,pending,2/28/2021,11/10/2021,a8ae51cf-a564-4fd8-8fdc-90826bf0df14,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",medium,Luxury
257,active,8/2/2020,10/24/2020,160f1a94-bc67-4c27-acc8-927bdd6eea8e,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,high,Van
258,active,8/17/2021,9/7/2020,072318b8-3888-4bce-89ca-e3adec42a7e6,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,low,Van
259,inactive,6/9/2020,7/3/2021,0cb0b677-3b59-48b5-8bda-6aeb75edd39f,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",low,Van
260,inactive,1/17/2020,7/9/2021,5ac8bb41-0103-40e4-b8d7-e59ee1bebfd7,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,high,Extra Large
261,retired,7/9/2020,9/21/2020,9328fb88-2c3e-47c0-9b94-f633b4e18e73,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,low,Luxury
262,inactive,3/10/2021,1/5/2020,d64da4e5-f402-4dd0-a56d-594d431fbcd1,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,low,Truck
263,inactive,5/22/2021,12/6/2021,fd62deba-e07f-4f30-8e0b-05f578bf8138,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,medium,Extra Large
264,active,10/31/2021,12/15/2021,19a3c4f7-76cb-4040-8b19-b60eacab39a8,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",high,Sport
265,active,2/21/2020,7/21/2021,062aab54-b6f9-4595-8378-be527ba1a77b,In congue. Etiam justo. Etiam pretium iaculis justo.,low,Truck
266,retired,9/21/2021,7/29/2020,c5074ca2-36ac-469e-ac6c-34d8c75cf0e2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",medium,Truck
267,active,1/22/2021,9/21/2020,2b39b688-0eaf-4dae-9a12-5cbdb4cb4886,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,medium,Truck
268,pending,2/18/2020,3/5/2020,5cc4b277-e1f9-4df4-8469-0f305d0e18dd,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",high,Sport
269,active,3/4/2020,12/5/2021,c28b79cf-b6cc-4714-b7a9-34a73b5eaaf5,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",high,Luxury
270,retired,5/14/2020,11/15/2020,a33d9b33-3d1d-4955-b55a-3c411810dc6f,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,medium,Truck
271,pending,12/2/2020,12/18/2020,b00fdf1e-67b9-45ae-8b0d-739d813c91db,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",low,Van
272,pending,6/8/2020,3/4/2021,0684f665-049c-4894-8753-7c579c483288,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",low,Economical
273,retired,5/4/2021,9/13/2020,6b434baf-7269-46c8-b192-3741d5bb2efb,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,low,Sport
274,pending,9/20/2020,1/28/2021,e08ac055-9325-46d8-ad5f-6c805a20ddf7,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,low,Economical
275,pending,11/5/2021,12/14/2020,d702d24d-1238-4367-b305-aba99ce4edb8,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,high,Economical
276,active,3/4/2021,12/5/2021,875af1ce-9125-4a7e-b0b3-62fe22128126,In congue. Etiam justo. Etiam pretium iaculis justo.,high,Sport
277,inactive,4/20/2020,4/18/2020,945e4e70-5102-450f-af7c-08050af880c6,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",medium,Extra Large
278,active,7/26/2021,3/24/2020,ba9401a2-5313-4454-a3e9-17ccf44f7320,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",high,Van
279,retired,1/23/2021,4/1/2021,e7c3b86f-c028-44e5-b150-1707d986eb7d,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",medium,Extra Large
280,active,3/20/2020,8/24/2021,a336e356-0919-4a61-92b4-a9481eebd9ad,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",low,Sport
281,retired,9/28/2021,1/12/2020,b7696bf5-ca08-4c14-9e5c-92cbeca09d2a,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",medium,Van
282,retired,12/15/2020,9/8/2020,0da0447a-e325-4bf9-afe3-2b82531bce72,Phasellus in felis. Donec semper sapien a libero. Nam dui.,medium,Van
283,active,11/9/2021,11/9/2020,2b0c284a-7d63-4a45-9fc6-c26d47b2ab46,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",high,Truck
284,pending,11/30/2020,2/17/2020,f8f7c14a-e8f2-4101-bb97-9139349ca59b,Fusce consequat. Nulla nisl. Nunc nisl.,medium,Van
285,inactive,7/15/2020,10/10/2020,46f98c6c-ea07-4f34-804d-8efc895af57a,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",high,Economical
286,pending,2/26/2020,4/26/2020,dfa871e2-46f4-4319-a164-d37e37dab2d1,In congue. Etiam justo. Etiam pretium iaculis justo.,high,Economical
287,active,10/15/2021,9/4/2021,a92a4449-e1a1-41f9-aaf2-20135ba053a0,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",high,Extra Large
288,pending,3/22/2021,3/10/2020,d7f94b6a-dd57-44ec-8129-6c58541c1d14,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",medium,Luxury
289,inactive,3/4/2021,4/22/2021,5fb21dc0-e58c-4535-9520-70911279e43b,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,low,Van
290,retired,10/18/2021,4/13/2020,1a4ca9d3-a376-4b9a-bd56-cf90598f3b33,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,low,Extra Large
291,active,8/11/2020,11/25/2021,4832b9b3-4659-49f6-86bf-635e61e56170,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",low,Luxury
292,active,9/25/2020,5/27/2020,0d2364f5-b0b4-42c2-87ac-946c335d4b69,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",medium,Extra Large
293,retired,4/7/2020,3/11/2020,975c0952-bd8a-433f-8598-0603de3a83c5,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",high,Extra Large
294,active,2/5/2020,9/15/2021,7b90e499-48f3-4c9b-9bbb-1cd11328de99,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,medium,Van
295,pending,6/26/2020,2/18/2021,f2aefe76-c83c-472a-bb26-058e8608a184,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",high,Sport
296,retired,6/26/2021,7/9/2021,6a75e0a4-2be6-47ce-ab37-cd6f302fdff1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",low,Sport
297,pending,5/31/2020,7/10/2021,03442054-152a-4ef4-821b-82a5af387cb6,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,high,Luxury
298,retired,7/25/2020,5/20/2020,a8cd31a7-466b-4558-8c40-cdbfe59ce569,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",low,Luxury
299,active,9/29/2020,7/8/2020,ec1902dd-49d1-46d6-b400-cff43364af64,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,high,Van
300,retired,12/4/2020,7/20/2021,71bb64c9-0103-4323-8f82-430f21365e85,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,low,Luxury
301,active,10/7/2021,12/10/2021,10a3cbe8-dc99-4080-8088-d1c8299e0820,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",low,Economical
302,inactive,2/5/2021,11/5/2020,f5bf7c5d-ab04-4958-b2d2-d94b68f20efd,Fusce consequat. Nulla nisl. Nunc nisl.,low,Truck
303,active,8/29/2020,10/1/2021,8d57e0b7-ec0b-46e2-ae80-7494c60911db,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",high,Van
304,inactive,12/13/2020,6/7/2021,f87bc58a-f243-4ee9-9d8a-19e85db55258,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",high,Luxury
305,pending,4/20/2021,12/30/2020,40c2c7a2-713b-4e3f-8e50-a0f3d9713ab1,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",medium,Van
306,pending,3/28/2021,4/29/2020,91912b2d-4468-428f-ab62-e41320e9a48b,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",medium,Van
307,pending,7/17/2021,6/25/2020,09ae7fca-b9c9-4315-a1e4-87d6d7235287,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,medium,Economical
308,pending,12/28/2020,11/27/2020,4f955aac-b417-45b5-bfb9-aa1081b0e6ab,In congue. Etiam justo. Etiam pretium iaculis justo.,low,Extra Large
309,inactive,6/30/2020,12/13/2020,e92db764-483d-4fb3-a523-e7486ebc948a,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",high,Extra Large
310,pending,11/1/2020,1/20/2020,63a19d87-919e-4460-9953-8801f668ae62,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,medium,Van
311,pending,12/22/2021,2/1/2020,5938eb03-37d8-466d-bf0f-019060174de7,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",low,Sport
312,inactive,10/8/2020,11/4/2021,2df5adc2-33a3-4267-816f-bc4fefb89e7f,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",medium,Truck
313,active,12/18/2020,10/19/2020,031eab5f-aeb0-440f-bc49-7e98ad40ce8d,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",low,Extra Large
314,retired,8/8/2020,12/5/2020,7051c189-9b5b-40ca-90ee-062822375261,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,high,Luxury
315,inactive,11/13/2021,10/6/2020,4afb3345-01ce-4070-bfd9-a220a481ae7d,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,medium,Van
316,pending,11/13/2020,12/7/2020,1e484ca2-9657-4f9e-ad4c-f358bed353ab,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",low,Economical
317,pending,7/30/2021,2/13/2021,48857f13-1c08-445f-a655-621aa693d4d6,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",medium,Sport
318,pending,1/2/2021,1/8/2020,db800848-40fb-4e2f-babe-4bfe91ec77e9,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",low,Van
319,retired,8/26/2020,9/13/2020,dc9c0b9b-d1b5-493e-8c50-8ddb02233790,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,low,Van
320,active,6/13/2021,6/22/2020,912ee0a2-aa7d-4cb8-a127-2569a1c8b811,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,low,Luxury
321,active,4/29/2021,8/27/2020,4db6e9d7-6af3-4ca0-9cd8-33fd89a97a43,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",low,Extra Large
322,active,6/12/2020,3/22/2020,cf3ad8eb-0245-4d05-961a-ee8217ebaed8,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",low,Van
323,active,4/5/2020,5/6/2020,77a8754b-614b-4cf7-9e0e-444bb68789d3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",high,Sport
324,inactive,6/21/2021,12/20/2021,2bc6d595-ae83-42ec-a806-f4cc42492554,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,medium,Economical
325,retired,11/4/2020,4/15/2021,7ecaf05d-ce65-48a5-9d44-684929434e7e,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",high,Economical
326,pending,6/28/2021,6/27/2020,500a7489-46d8-4196-aca1-22949ecb5cb3,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,low,Extra Large
327,inactive,4/26/2020,7/27/2020,646744cc-1861-459b-86b9-47195ab086a8,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",medium,Truck
328,pending,5/26/2020,9/21/2021,fb6ee11e-a1bc-48df-87fa-7cb60e0a7832,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",low,Truck
329,pending,7/13/2020,8/18/2020,86599a5a-b04d-41a1-85d1-53e31eaf7da5,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",low,Truck
330,retired,7/11/2021,8/28/2020,424dc834-44c3-4b3b-997f-e9ee64b0e857,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",low,Extra Large
331,active,10/6/2020,5/11/2021,6dc760c1-96c0-498f-ab6f-760737963efb,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",low,Truck
332,pending,11/14/2021,5/4/2020,d4067cab-299b-40f9-9044-49992f5ea9e5,In congue. Etiam justo. Etiam pretium iaculis justo.,low,Sport
333,pending,8/14/2021,2/9/2020,274363f8-ec21-4151-982a-ac4807634db0,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",medium,Truck
334,active,7/5/2021,8/8/2020,38e1f4ad-1f30-43eb-8c2a-74bbb172974d,Fusce consequat. Nulla nisl. Nunc nisl.,medium,Truck
335,retired,5/5/2020,6/9/2021,9dc90c7d-a85a-4a46-8980-66c3f21d143d,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,medium,Economical
336,inactive,6/7/2021,3/19/2020,3db0efd8-a96f-4fc0-ad32-c0012b810653,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",medium,Truck
337,inactive,4/9/2021,1/6/2020,351f29e4-ac29-47be-beee-bf12d12734a3,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,high,Luxury
338,retired,9/26/2021,11/15/2020,def488cd-96be-4ff0-9d76-0f41e1f4913b,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,high,Truck
339,active,4/29/2020,8/14/2021,c656ad6d-9d6f-4f5d-beba-5ff24cb8c0f9,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,high,Economical
340,active,3/13/2021,7/26/2020,503434ec-fe40-4181-975b-c8942bdfcda2,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,low,Truck
341,pending,3/14/2020,8/20/2020,f7ab8fad-b871-486c-8bc4-e54dd4388070,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,high,Luxury
342,retired,9/22/2021,4/30/2020,88cf5c52-db88-4a53-8147-1b109f83188d,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,high,Truck
343,active,5/13/2021,8/3/2021,e84e6452-0ddc-4a79-a62b-c3325f012c35,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",high,Sport
344,active,8/23/2021,1/29/2021,d234fdb2-3b3e-468e-b78a-c161a1ae8505,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",medium,Extra Large
345,inactive,11/27/2021,9/6/2020,21505843-ced2-430d-b868-9bb091d61d04,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",high,Van
346,inactive,12/19/2020,8/22/2021,b55ecd39-d4d9-40e2-8ff0-a4140fb1725a,Fusce consequat. Nulla nisl. Nunc nisl.,low,Luxury
347,pending,3/24/2020,7/29/2021,2cc25825-4bc9-444f-b4f6-0ec1c536d0b4,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",medium,Sport
348,active,11/7/2021,9/7/2020,f03f0411-5260-4f15-b6cc-b66e0d59a78d,Phasellus in felis. Donec semper sapien a libero. Nam dui.,medium,Sport
349,retired,4/11/2020,10/19/2020,1e342566-7c36-44eb-898a-59fd2c9fc23f,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,medium,Truck
350,inactive,3/28/2021,6/23/2021,3125baac-0949-45b2-b292-d7cecd9ac58b,Sed ante. Vivamus tortor. Duis mattis egestas metus.,high,Luxury
351,active,7/11/2021,7/20/2021,b690a160-a98f-47ed-9b70-2cd8653f4170,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",medium,Sport
352,active,12/21/2020,12/19/2020,8f969a56-00ce-4616-9018-c5df9b75a4c6,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,high,Van
353,pending,5/4/2021,3/18/2021,e0b76e85-4e7a-41d9-bc59-0704d0b41220,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",low,Economical
354,retired,12/8/2021,12/24/2020,604c0518-81a6-4dae-afdc-af82b68a405f,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,medium,Luxury
355,active,11/18/2020,7/15/2020,f40225ab-9d66-4417-be05-3e48f191fc20,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",medium,Van
356,active,3/30/2020,1/17/2021,6f8a7c18-6025-49c7-85e3-5344af6f90a4,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,low,Extra Large
357,retired,10/14/2020,1/22/2021,1b678b26-abe6-4b5f-a309-c50ce1a7ab57,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,high,Extra Large
358,pending,6/3/2021,6/6/2021,a6a3aa79-fc6d-480c-b81e-10784583e3dc,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",low,Extra Large
359,pending,3/2/2021,8/16/2021,b0ecf521-c2a1-4b9e-8115-af46ffa1ef08,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",medium,Economical
360,inactive,9/20/2021,5/12/2020,c768ebea-da73-4326-9005-8768d770e4d8,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,low,Truck
361,retired,8/20/2021,3/25/2020,d0985b20-af8d-422b-95fa-0f046dd366f5,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",low,Truck
362,pending,5/29/2021,11/9/2021,c7924432-7a58-45b0-903b-c44352cb8dd7,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,high,Extra Large
363,active,12/5/2020,10/5/2021,da8630e2-4dd1-4681-87ee-a0febec4ca28,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",low,Sport
364,retired,3/28/2020,6/14/2021,6fbc8d64-d5cd-4dda-8ce8-261d17592e1d,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,low,Van
365,retired,3/3/2020,11/4/2021,a7fa2769-86fa-4fcf-ba4d-08122d45e4a6,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,medium,Economical
366,pending,8/21/2021,9/15/2021,655a330d-a6f2-46b1-82fd-ce1d45677d34,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",low,Luxury
367,pending,1/4/2021,5/21/2021,41743073-8d15-43fe-b42b-1506729056cf,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",high,Sport
368,inactive,10/11/2021,6/5/2020,98ca2ba4-0851-4758-af72-b59ac0e7345c,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",low,Van
369,pending,5/20/2020,4/10/2021,5a3aee8b-63f3-475a-b8a6-2c22d2b93312,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,medium,Sport
